Comunidad Autónoma;Provincia;Sector Técnico;Subsector Técnico;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Andalucía;Huelva;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Química;Ingeniería química;0;0;2;1;0;0;0;0;0;0
Andalucía;Huelva;Química;Tecnología ambiental;1;0;0;2;1;0;2;0;0;0
Andalucía;Huelva;Ingeniería mecánica;Manipulación;0;3;0;0;0;0;0;0;1;0
Andalucía;Huelva;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;1
Andalucía;Huelva;Ingeniería mecánica;Motores, bombas, turbinas;1;0;0;0;1;2;0;1;0;1
Andalucía;Huelva;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;1
Andalucía;Huelva;Ingeniería mecánica;Otras máquinas especiales;0;1;2;0;2;0;1;1;2;3
Andalucía;Huelva;Ingeniería mecánica;térmicos y aparatos;1;0;0;1;1;0;0;0;0;0
Andalucía;Huelva;Ingeniería mecánica;Elementos mecánicos;0;0;0;1;0;0;1;0;0;0
Andalucía;Huelva;Ingeniería mecánica;Transporte;2;0;0;0;0;1;2;0;0;2
Andalucía;Huelva;Otros campos;Mobiliario, juegos;0;0;0;0;1;0;0;0;0;0
Andalucía;Huelva;Otros campos;Otros bienes de consumo;0;0;1;1;1;0;1;0;1;0
Andalucía;Huelva;Otros campos;Ingeniería civil;0;1;1;1;1;1;0;1;1;1
Aragón;Huesca;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;1;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Instrumentos;Medida;1;0;0;0;0;0;0;0;1;0
Aragón;Huesca;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Instrumentos;Control;0;0;1;0;1;0;2;0;0;0
Aragón;Huesca;Instrumentos;Tecnología médica;0;1;1;1;1;0;2;0;0;0
Aragón;Huesca;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;9;0
Aragón;Huesca;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Química macromolecular, polímeros;0;1;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Química alimenticia;1;1;0;1;0;1;0;0;1;1
Aragón;Huesca;Química;Química de las materias primas;1;0;1;0;2;2;0;1;0;3
Aragón;Huesca;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Química;Ingeniería química;1;0;0;0;0;0;2;0;0;0
Aragón;Huesca;Química;Tecnología ambiental;0;2;0;0;1;0;0;0;2;0
Aragón;Huesca;Ingeniería mecánica;Manipulación;0;0;0;0;1;2;4;0;1;0
Aragón;Huesca;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería mecánica;Motores, bombas, turbinas;0;0;1;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería mecánica;Otras máquinas especiales;1;0;3;0;0;1;1;1;1;0
Aragón;Huesca;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Aragón;Huesca;Ingeniería mecánica;Elementos mecánicos;0;0;1;0;0;0;0;1;0;0
Aragón;Huesca;Ingeniería mecánica;Transporte;0;2;2;1;2;0;1;0;0;0
Aragón;Huesca;Otros campos;Mobiliario, juegos;0;1;0;1;0;1;0;0;0;0
Aragón;Huesca;Otros campos;Otros bienes de consumo;0;0;1;1;0;1;0;0;0;0
Aragón;Huesca;Otros campos;Ingeniería civil;0;4;3;8;4;2;0;0;0;0
Islas Baleares;Illes Balears;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;1;0;2;1
Islas Baleares;Illes Balears;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;1;0;0;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Telecomunicaciones;1;0;0;1;0;0;0;0;1;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;1;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;1;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Tecnología Informática;0;0;3;0;0;2;2;1;1;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;1;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Instrumentos;Óptica;1;0;0;1;0;0;1;0;0;0
Islas Baleares;Illes Balears;Instrumentos;Medida;1;1;3;1;0;1;0;0;0;1
Islas Baleares;Illes Balears;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;2;0;0;0
Islas Baleares;Illes Balears;Instrumentos;Control;5;3;0;0;1;1;0;1;0;1
Islas Baleares;Illes Balears;Instrumentos;Tecnología médica;1;1;0;1;0;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Química orgánica precisa;1;2;0;2;1;2;1;0;1;0
Islas Baleares;Illes Balears;Química;Biotecnología;0;0;0;0;1;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Productos Farmacéuticos;2;3;0;0;2;5;4;1;2;0
Islas Baleares;Illes Balears;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Química alimenticia;2;1;0;1;0;1;0;1;0;0
Islas Baleares;Illes Balears;Química;Química de las materias primas;2;0;0;0;0;1;0;0;1;0
Islas Baleares;Illes Balears;Química;Materiales, metalurgia;2;0;0;0;0;1;0;0;0;0
Islas Baleares;Illes Balears;Química;Tecnología de superficie, revestimiento;1;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Ingeniería química;0;1;0;1;1;0;0;0;0;0
Islas Baleares;Illes Balears;Química;Tecnología ambiental;1;0;0;0;1;1;1;0;0;0
Islas Baleares;Illes Balears;Ingeniería mecánica;Manipulación;1;2;0;0;0;0;0;1;0;2
Islas Baleares;Illes Balears;Ingeniería mecánica;Herramientas;2;0;1;0;0;0;0;0;0;1
Islas Baleares;Illes Balears;Ingeniería mecánica;Motores, bombas, turbinas;2;0;1;2;1;3;2;1;2;1
Islas Baleares;Illes Balears;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería mecánica;Otras máquinas especiales;1;1;2;0;1;1;2;0;0;0
Islas Baleares;Illes Balears;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;1;0;0;0
Islas Baleares;Illes Balears;Ingeniería mecánica;Elementos mecánicos;1;1;0;0;0;0;0;0;0;0
Islas Baleares;Illes Balears;Ingeniería mecánica;Transporte;3;1;1;3;1;1;1;1;2;3
Islas Baleares;Illes Balears;Otros campos;Mobiliario, juegos;2;0;0;2;2;0;1;1;0;2
Islas Baleares;Illes Balears;Otros campos;Otros bienes de consumo;0;1;4;2;0;0;1;0;0;1
Islas Baleares;Illes Balears;Otros campos;Ingeniería civil;3;2;0;2;3;1;0;1;1;0
Andalucía;Jaén;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;1;0;1;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;3;0;1;0;1
Andalucía;Jaén;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;1;0;0;0;0
Andalucía;Jaén;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Instrumentos;Medida;0;0;3;0;0;1;1;0;2;0
Andalucía;Jaén;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Instrumentos;Control;1;0;0;0;0;0;1;0;0;0
Andalucía;Jaén;Instrumentos;Tecnología médica;0;0;0;2;0;0;2;5;2;0
Andalucía;Jaén;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Química;Biotecnología;1;1;1;4;2;0;2;1;1;0
Andalucía;Jaén;Química;Productos Farmacéuticos;0;0;0;1;1;0;0;2;1;0
Andalucía;Jaén;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Química;Química alimenticia;1;1;1;0;0;2;1;1;0;0
Andalucía;Jaén;Química;Química de las materias primas;0;1;0;3;1;1;1;1;0;0
Andalucía;Jaén;Química;Materiales, metalurgia;0;0;0;1;0;1;0;1;0;0
Andalucía;Jaén;Química;Tecnología de superficie, revestimiento;1;1;0;0;0;0;0;1;0;0
Andalucía;Jaén;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Química;Ingeniería química;0;0;0;3;0;0;2;2;1;0
Andalucía;Jaén;Química;Tecnología ambiental;1;0;0;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería mecánica;Manipulación;1;1;0;0;0;0;0;2;2;0
Andalucía;Jaén;Ingeniería mecánica;Herramientas;0;0;0;1;2;0;0;1;0;0
Andalucía;Jaén;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;1;0;0;0;0
Andalucía;Jaén;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;1;0;0;0;0
Andalucía;Jaén;Ingeniería mecánica;Otras máquinas especiales;3;3;1;4;4;1;2;2;1;1
Andalucía;Jaén;Ingeniería mecánica;térmicos y aparatos;2;1;1;0;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería mecánica;Elementos mecánicos;1;1;0;2;0;0;0;0;0;0
Andalucía;Jaén;Ingeniería mecánica;Transporte;0;0;2;1;1;1;1;0;0;1
Andalucía;Jaén;Otros campos;Mobiliario, juegos;2;0;0;1;2;0;0;1;1;2
Andalucía;Jaén;Otros campos;Otros bienes de consumo;0;2;0;1;0;0;1;0;1;0
Andalucía;Jaén;Otros campos;Ingeniería civil;0;1;1;2;4;0;0;0;1;0
La Rioja;La Rioja;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;1;4;7;6;2;2;2;0
La Rioja;La Rioja;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;1;0
La Rioja;La Rioja;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;1;0;0
La Rioja;La Rioja;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Ingeniería eléctrica;Tecnología Informática;0;0;0;1;0;1;2;0;1;2
La Rioja;La Rioja;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Instrumentos;Medida;0;1;0;2;0;1;0;0;0;0
La Rioja;La Rioja;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Instrumentos;Control;0;1;0;1;0;1;0;0;1;0
La Rioja;La Rioja;Instrumentos;Tecnología médica;0;0;1;0;0;1;0;0;0;0
La Rioja;La Rioja;Química;Química orgánica precisa;0;0;1;0;0;0;1;0;0;0
La Rioja;La Rioja;Química;Biotecnología;0;0;0;2;0;0;0;0;0;0
La Rioja;La Rioja;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;2
La Rioja;La Rioja;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;1;0;0
La Rioja;La Rioja;Química;Química alimenticia;1;1;2;0;2;3;5;0;0;3
La Rioja;La Rioja;Química;Química de las materias primas;0;0;1;0;1;1;0;1;0;0
La Rioja;La Rioja;Química;Materiales, metalurgia;1;1;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Química;Tecnología de superficie, revestimiento;0;0;0;0;1;0;0;1;1;0
La Rioja;La Rioja;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
La Rioja;La Rioja;Química;Ingeniería química;1;1;0;0;2;1;1;0;0;0
La Rioja;La Rioja;Química;Tecnología ambiental;1;1;0;0;0;0;1;2;0;1
La Rioja;La Rioja;Ingeniería mecánica;Manipulación;1;2;2;1;6;2;2;1;1;0
La Rioja;La Rioja;Ingeniería mecánica;Herramientas;1;1;0;0;2;4;0;0;1;0
La Rioja;La Rioja;Ingeniería mecánica;Motores, bombas, turbinas;1;2;1;5;5;2;1;0;1;1
La Rioja;La Rioja;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;1;0;1;0;1;0
La Rioja;La Rioja;Ingeniería mecánica;Otras máquinas especiales;6;3;2;1;2;1;3;2;2;2
La Rioja;La Rioja;Ingeniería mecánica;térmicos y aparatos;2;2;0;1;5;0;1;0;0;0
La Rioja;La Rioja;Ingeniería mecánica;Elementos mecánicos;1;0;1;0;0;0;0;2;0;0
La Rioja;La Rioja;Ingeniería mecánica;Transporte;0;0;0;1;3;1;4;0;0;0
La Rioja;La Rioja;Otros campos;Mobiliario, juegos;3;3;6;1;4;2;0;0;2;1
La Rioja;La Rioja;Otros campos;Otros bienes de consumo;0;4;5;4;4;3;2;1;3;0
La Rioja;La Rioja;Otros campos;Ingeniería civil;4;6;3;4;2;1;1;2;1;1
Islas Canarias;Las Palmas;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;1;0;2;0;0;0;1;0;1
Islas Canarias;Las Palmas;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;1;0;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Telecomunicaciones;1;0;0;0;0;1;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Comunicación Digital;0;2;0;0;0;0;0;1;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Procesos básicos de la comunicación;1;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Tecnología Informática;0;1;0;0;3;1;0;2;4;1
Islas Canarias;Las Palmas;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería eléctrica;Semiconductores;0;0;0;0;2;0;0;0;0;0
Islas Canarias;Las Palmas;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Instrumentos;Medida;3;0;0;0;0;4;0;0;0;4
Islas Canarias;Las Palmas;Instrumentos;Análisis de materiales biológicos;0;0;0;1;0;0;1;0;0;0
Islas Canarias;Las Palmas;Instrumentos;Control;0;0;1;1;2;0;1;0;1;0
Islas Canarias;Las Palmas;Instrumentos;Tecnología médica;1;1;2;1;0;1;0;2;2;1
Islas Canarias;Las Palmas;Química;Química orgánica precisa;2;0;0;0;2;2;0;0;0;2
Islas Canarias;Las Palmas;Química;Biotecnología;0;1;0;1;1;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Productos Farmacéuticos;0;0;0;0;0;0;2;1;1;1
Islas Canarias;Las Palmas;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Química alimenticia;1;2;0;1;0;0;1;0;2;1
Islas Canarias;Las Palmas;Química;Química de las materias primas;0;1;0;0;2;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Materiales, metalurgia;1;0;0;1;0;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Tecnología de superficie, revestimiento;0;1;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;1;0;0
Islas Canarias;Las Palmas;Química;Ingeniería química;4;0;2;1;3;0;0;0;0;0
Islas Canarias;Las Palmas;Química;Tecnología ambiental;0;1;0;0;1;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Manipulación;0;1;0;0;0;1;1;0;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Herramientas;2;0;0;1;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Motores, bombas, turbinas;3;1;0;0;0;0;0;2;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Otras máquinas especiales;0;0;1;1;0;0;1;2;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;térmicos y aparatos;0;1;1;0;2;2;1;1;0;1
Islas Canarias;Las Palmas;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Las Palmas;Ingeniería mecánica;Transporte;0;0;0;4;0;0;0;1;1;0
Islas Canarias;Las Palmas;Otros campos;Mobiliario, juegos;1;0;0;0;0;2;0;2;1;0
Islas Canarias;Las Palmas;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;1;0
Islas Canarias;Las Palmas;Otros campos;Ingeniería civil;1;0;1;1;2;2;1;0;1;3
Castilla y León;León;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;1;1;0;0;1
Castilla y León;León;Ingeniería eléctrica;Tecnología audio-visual;0;0;1;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería eléctrica;Tecnología Informática;0;0;0;1;2;2;0;0;0;1
Castilla y León;León;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;1;0;0
Castilla y León;León;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Instrumentos;Óptica;0;0;0;0;1;0;0;0;0;0
Castilla y León;León;Instrumentos;Medida;0;0;0;2;2;1;0;0;0;0
Castilla y León;León;Instrumentos;Análisis de materiales biológicos;0;0;0;0;2;1;0;0;0;0
Castilla y León;León;Instrumentos;Control;0;0;1;1;1;1;0;0;0;0
Castilla y León;León;Instrumentos;Tecnología médica;0;0;0;0;0;0;1;0;0;0
Castilla y León;León;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Química;Biotecnología;1;0;0;3;0;0;0;1;1;2
Castilla y León;León;Química;Productos Farmacéuticos;0;0;2;0;1;2;0;2;1;0
Castilla y León;León;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Química;Química alimenticia;1;2;1;2;1;0;0;0;1;2
Castilla y León;León;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;1
Castilla y León;León;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Química;Ingeniería química;0;0;0;0;0;1;1;0;0;0
Castilla y León;León;Química;Tecnología ambiental;0;1;0;1;4;0;0;2;0;0
Castilla y León;León;Ingeniería mecánica;Manipulación;0;0;1;1;0;0;0;2;0;0
Castilla y León;León;Ingeniería mecánica;Herramientas;0;0;0;1;0;1;0;0;2;0
Castilla y León;León;Ingeniería mecánica;Motores, bombas, turbinas;0;2;2;1;1;0;1;0;0;1
Castilla y León;León;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Ingeniería mecánica;Otras máquinas especiales;2;3;1;2;4;3;2;3;1;0
Castilla y León;León;Ingeniería mecánica;térmicos y aparatos;1;0;0;0;0;1;1;0;1;0
Castilla y León;León;Ingeniería mecánica;Elementos mecánicos;0;0;1;0;1;0;0;2;0;0
Castilla y León;León;Ingeniería mecánica;Transporte;0;0;1;1;1;0;0;0;0;0
Castilla y León;León;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;0;1
Castilla y León;León;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;Otros campos;Ingeniería civil;3;1;3;2;1;0;2;1;1;0
Cataluña;Lleida;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;2;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;1;0;0;1
Cataluña;Lleida;Ingeniería eléctrica;Semiconductores;0;0;1;1;0;0;0;1;0;0
Cataluña;Lleida;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Instrumentos;Medida;1;0;0;0;1;0;0;0;1;0
Cataluña;Lleida;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Instrumentos;Control;0;0;0;0;0;1;0;0;0;1
Cataluña;Lleida;Instrumentos;Tecnología médica;3;2;1;1;3;0;0;1;2;1
Cataluña;Lleida;Química;Química orgánica precisa;1;0;0;0;1;0;1;0;1;0
Cataluña;Lleida;Química;Biotecnología;0;1;0;0;1;1;0;1;0;0
Cataluña;Lleida;Química;Productos Farmacéuticos;0;0;0;0;1;1;0;0;0;0
Cataluña;Lleida;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Química;Química alimenticia;0;0;0;0;0;0;0;0;1;0
Cataluña;Lleida;Química;Química de las materias primas;0;0;0;0;0;0;0;1;0;0
Cataluña;Lleida;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;1;0
Cataluña;Lleida;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Química;Ingeniería química;1;1;1;4;1;0;0;0;0;0
Cataluña;Lleida;Química;Tecnología ambiental;4;0;0;2;3;1;0;0;0;1
Cataluña;Lleida;Ingeniería mecánica;Manipulación;3;2;2;2;1;1;5;4;0;0
Cataluña;Lleida;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Cataluña;Lleida;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;1;1;0
Cataluña;Lleida;Ingeniería mecánica;Máquinas del textil y del papel;0;1;0;0;0;0;1;0;0;0
Cataluña;Lleida;Ingeniería mecánica;Otras máquinas especiales;4;2;2;4;3;3;3;2;1;2
Cataluña;Lleida;Ingeniería mecánica;térmicos y aparatos;0;1;2;0;3;0;1;1;1;0
Cataluña;Lleida;Ingeniería mecánica;Elementos mecánicos;0;0;1;1;0;0;0;0;1;0
Cataluña;Lleida;Ingeniería mecánica;Transporte;3;2;1;1;0;1;0;1;0;0
Cataluña;Lleida;Otros campos;Mobiliario, juegos;5;1;2;6;3;1;1;0;0;0
Cataluña;Lleida;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;1;0
Cataluña;Lleida;Otros campos;Ingeniería civil;0;1;2;2;3;1;4;6;1;2
Galicia;Lugo;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
